# Pathway	W100	W105	W111	W117	W154	W183	W189	W193	W196	W234	W53	W64	W79	W85	W89	W91
ko00240|g__Azoarcus.s__Azoarcus_toluclasticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Bacillus.s__Bacillus_cereus_thuringiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Bacillus.s__Bacillus_megaterium	0	0.7020933333	0	0	0	0	0	0	0	0	0	0	0	0.3734666667	0	0
ko00240|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Bdellovibrio.s__Bdellovibrio_bacteriovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0287866667
ko00240|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	1.8940133333	6.5619866667	0	7.5593466667
ko00240|g__Candidatus_Accumulibacter.s__Candidatus_Accumulibacter_phosphatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	1.8737466667	0	0	0	0	2.1368	0
ko00240|g__Caulobacter.s__Caulobacter_vibrioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Chlorobium.s__Chlorobium_limicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Clostridium.s__Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Clostridium.s__Clostridium_carboxidivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Clostridium.s__Clostridium_saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Comamonas.s__Comamonas_testosteroni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Corallococcus.s__Corallococcus_coralloides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Cyanobium.s__Cyanobium_gracile	0	0	0	0	0.88532	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Dechloromonas.s__Dechloromonas_aromatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Delftia.s__Delftia_acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Desulfococcus.s__Desulfococcus_oleovorans	0	0	0	0	0.39164	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Desulfomicrobium.s__Desulfomicrobium_baculatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Desulfomonile.s__Desulfomonile_tiedjei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Desulfovibrio.s__Desulfovibrio_africanus	0	0.1974	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Desulfovibrio.s__Desulfovibrio_desulfuricans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Desulfovibrio.s__Desulfovibrio_magneticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Dyella.s__Dyella_ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Exiguobacterium.s__Exiguobacterium_antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0	1.1160133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Exiguobacterium.s__Exiguobacterium_sibiricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Exiguobacterium.s__Exiguobacterium_sp_AT1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Exiguobacterium.s__Exiguobacterium_sp_MH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Geobacter.s__Geobacter_lovleyi	0	0.1110666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Geobacter.s__Geobacter_metallireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	9.5382266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Haliscomenobacter.s__Haliscomenobacter_hydrossis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Hyphomicrobium.s__Hyphomicrobium_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Intrasporangium.s__Intrasporangium_calvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Kangiella.s__Kangiella_aquimarina	0	0	0	0	0	0	0	0.1681333333	0	0	0	0	0	0	0	0
ko00240|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Lamprocystis.s__Lamprocystis_purpurea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Marinobacter.s__Marinobacter_adhaerens	0	0	0	0	1.1077866667	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Massilia.s__Massilia_timonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	1.63288	0	3.08036	2.2418	3.1600266667	0	4.0218
ko00240|g__Methanobacterium.s__Methanobacterium_formicicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Methanocella.s__Methanocella_paludicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Methanocorpusculum.s__Methanocorpusculum_labreanum	0	0	0	0	0	0	2.2353066667	0	0	0	0	0	0	0	0	0
ko00240|g__Methanolobus.s__Methanolobus_psychrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Methanosaeta.s__Methanosaeta_concilii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Methanosaeta.s__Methanosaeta_harundinacea	0	0	0	0	0	0	0.6820666667	0	0.5508533333	0	0	0	0	0	0	0
ko00240|g__Methanosarcina.s__Methanosarcina_acetivorans	0	0	0	0	0	0	1.51068	0	0	0	0	0	0	0	0	0
ko00240|g__Methanosarcina.s__Methanosarcina_barkeri	2.7647066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Methanospirillum.s__Methanospirillum_hungatei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Methylocystis.s__Methylocystis_rosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Microcoleus.s__Microcoleus_vaginatus	0.4792533333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Microcystis.s__Microcystis_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Micromonospora.s__Micromonospora_lupini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Mycobacterium.s__Mycobacterium_tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Mycobacterium.s__Mycobacterium_vaccae	0	0	0	0	0	0	0	0	0	0	0	1.37624	0	0	0	0
ko00240|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6870666667
ko00240|g__Nitrospira.s__Candidatus_Nitrospira_defluvii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Nodularia.s__Nodularia_spumigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Nostoc.s__Nostoc_punctiforme	0	1.1253066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Novosphingobium.s__Novosphingobium_aromaticivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Oscillatoria.s__Oscillatoria_acuminata	3.72792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Oscillatoria.s__Oscillatoria_nigro_viridis	1.1080666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Peptostreptococcaceae_noname.s__Clostridium_bifermentans	0	0	0	0	0.32016	0	0.5203733333	0	0.58772	0	0	0	0	0	0	0
ko00240|g__Peptostreptococcaceae_noname.s__Clostridium_sticklandii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Planctomyces.s__Planctomyces_limnophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	6.4878933333	0	0	0	0
ko00240|g__Prevotella.s__Prevotella_paludivivens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	0	0.4362133333	0	0	0	0	0	0
ko00240|g__Pseudomonas.s__Pseudomonas_putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Pseudomonas.s__Pseudomonas_stutzeri	2.2102533333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Psychrobacter.s__Psychrobacter_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	3.2490666667	0	0	0	0	0
ko00240|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	3.4402133333	0	0	0	0	0
ko00240|g__Rhizobium.s__Rhizobium_giardinii	0	0	0	0	0	0	0	0	0	0	0	0	0.1070533333	0	0	0
ko00240|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0.8396533333	1.0006133333	0	0
ko00240|g__Rhodanobacter.s__Rhodanobacter_fulvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Rhodanobacter.s__Rhodanobacter_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Rhodococcus.s__Rhodococcus_erythropolis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3828666667	0	0.1724666667
ko00240|g__Rhodonellum.s__Rhodonellum_psychrophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	4.6136133333	0	0	0	0	0	0	0	7.0012666667	0	4.567	2.1944266667	5.64056	5.4227733333	7.57752
ko00240|g__Sideroxydans.s__Sideroxydans_lithotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Sorangium.s__Sorangium_cellulosum	2.3511066667	0.9236933333	1.3378	0	0	0	0	0	0	0	0	0	1.8312933333	2.04252	0	0
ko00240|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Streptomyces.s__Streptomyces_chartreusis	0	5.5966133333	0	0	0	0	0	0	0	0	0	0	1.4299733333	4.2960666667	0	0
ko00240|g__Sulfuricella.s__Sulfuricella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Sulfuricurvum.s__Sulfuricurvum_kujiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Thauera.s__Thauera_aminoaromatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Thauera.s__Thauera_phenylacetica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Thauera.s__Thauera_terpenica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Thiobacillus.s__Thiobacillus_denitrificans	37.6395733333	0	0	0.7890933333	0	2.1901333333	0.8982266667	0	0	0	22.2888533333	1.6747066667	0	0	0	0
ko00240|g__Thiobacillus.s__Thiobacillus_thioparus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00240|g__Thiocapsa.s__Thiocapsa_marina	0	0	0	0	0	0	0	0	0	0	0.0957733333	0	0	0	0	0
ko00240|unclassified	2548.9885866667	1293.1185866667	1140.73132	1045.4281866667	1032.9045066667	1410.74856	1373.9967466667	1032.0859866667	1277.6007066667	927.86528	1062.5521866667	1612.9570133333	900.4194133333	1305.99756	775.9636266667	1060.43096
ko00250	4477.9258148148	2314.8311851852	2079.221	1917.5584074074	1867.0207037037	2552.9026296296	2504.4254814815	1930.2235185185	2351.8050740741	1691.6207777778	1953.1418888889	2907.7147777778	1683.6783703704	2476.3066296296	1553.0674074074	2005.9375925926
ko00250|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Acinetobacter.s__Acinetobacter_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Acinetobacter.s__Acinetobacter_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Acinetobacter.s__Acinetobacter_junii	0.1376666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0.3054814815	0	0.1091851852	0	0	0	0	0	0	0	0
ko00250|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Acinetobacter.s__Acinetobacter_towneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0.4531111111	0	0	0	0
ko00250|g__Anaeromyxobacter.s__Anaeromyxobacter_dehalogenans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Arthrobacter.s__Arthrobacter_sp_TB_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Bacillus.s__Bacillus_cereus_thuringiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Bacillus.s__Bacillus_megaterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5363703704
ko00250|g__Candidatus_Accumulibacter.s__Candidatus_Accumulibacter_phosphatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	3.6874444444	0	0	0	0	3.6097777778	0
ko00250|g__Caulobacter.s__Caulobacter_vibrioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Chlorobium.s__Chlorobium_limicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Clostridium.s__Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Corallococcus.s__Corallococcus_coralloides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Cyanobium.s__Cyanobium_gracile	0	0	0	0	2.3458518519	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Desulfococcus.s__Desulfococcus_oleovorans	0	0	0	0	0.7954444444	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Desulfomicrobium.s__Desulfomicrobium_baculatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Desulfomonile.s__Desulfomonile_tiedjei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Desulfotignum.s__Desulfotignum_phosphitoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Desulfovibrio.s__Desulfovibrio_africanus	0	0.3241111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Desulfovibrio.s__Desulfovibrio_magneticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Dyella.s__Dyella_ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Exiguobacterium.s__Exiguobacterium_antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Exiguobacterium.s__Exiguobacterium_sibiricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Exiguobacterium.s__Exiguobacterium_sp_AT1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Exiguobacterium.s__Exiguobacterium_sp_MH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Geminocystis.s__Geminocystis_herdmanii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Geobacter.s__Geobacter_metallireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	22.7698888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Haliscomenobacter.s__Haliscomenobacter_hydrossis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Intrasporangium.s__Intrasporangium_calvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Janthinobacterium.s__Janthinobacterium_lividum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Kangiella.s__Kangiella_aquimarina	0	0	0	0	0	0	0	0.1361481481	0	0	0	0	0	0	0	0
ko00250|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Marinobacter.s__Marinobacter_adhaerens	0	0	0	0	1.7975555556	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Massilia.s__Massilia_timonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	3.3444444444	0	7.9327777778	5.4486296296	7.0882222222	0	9.2243333333
ko00250|g__Methanobacterium.s__Methanobacterium_formicicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Methanocella.s__Methanocella_paludicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Methanosarcina.s__Methanosarcina_acetivorans	0	0	0	0	0	0	2.2132962963	0	0	0	0	0	0	0	0	0
ko00250|g__Methanosarcina.s__Methanosarcina_barkeri	3.6525185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Methylocystis.s__Methylocystis_rosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Microbacterium.s__Microbacterium_laevaniformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Microcoleus.s__Microcoleus_vaginatus	1.4612222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Microcystis.s__Microcystis_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Micromonospora.s__Micromonospora_lupini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Mycobacterium.s__Mycobacterium_tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Mycobacterium.s__Mycobacterium_vaccae	0	0	0	0	0	0	0	0	0	0	0	2.422037037	0	0	0	0
ko00250|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.104
ko00250|g__Nitrospira.s__Candidatus_Nitrospira_defluvii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Nodularia.s__Nodularia_spumigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Nostoc.s__Nostoc_punctiforme	0	1.3676296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Novosphingobium.s__Novosphingobium_aromaticivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Oscillatoria.s__Oscillatoria_acuminata	6.3524814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Oscillatoria.s__Oscillatoria_nigro_viridis	1.4898888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Peptostreptococcaceae_noname.s__Clostridium_sticklandii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Pseudomonas.s__Pseudomonas_putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Psychrobacter.s__Psychrobacter_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Rhizobium.s__Rhizobium_giardinii	0	0	0	0	0	0	0	0	0	0	0	0	0.7181481481	0	0	0
ko00250|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0.9821481481	0	0	0
ko00250|g__Rhodanobacter.s__Rhodanobacter_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Rhodococcus.s__Rhodococcus_erythropolis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3213703704	0	0
ko00250|g__Sideroxydans.s__Sideroxydans_lithotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Sorangium.s__Sorangium_cellulosum	2.4697407407	0.8745185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Streptomyces.s__Streptomyces_chartreusis	0	7.766037037	0	0	0	0	0	0	0	0	0	0	1.1125555556	6.8335925926	0	0
ko00250|g__Sulfuricella.s__Sulfuricella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Thauera.s__Thauera_aminoaromatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Thauera.s__Thauera_phenylacetica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00250|g__Thiobacillus.s__Thiobacillus_denitrificans	0	0	0	2.1935185185	0	0	1.4149259259	0	0	0	0	3.1569259259	0	0	0	0
ko00250|unclassified	4343.1797407407	2268.5226666667	2078.4062962963	1915.4905925926	1862.5001851852	2544.1031111111	2495.3524814815	1929.6956296296	2349.3592222222	1668.5781111111	1880.2518518519	2871.726962963	1660.8457037037	2425.1862592593	1539.016962963	1950.2650740741
ko00253	1777.7445555556	863.9386666667	775.8402222222	764.0292222222	676.9033333333	921.9148888889	898.3921111111	686.1704444444	742.8732222222	767.6972222222	583.8938888889	1128.8943333333	715.0983333333	979.5965555556	603.231	831.9611111111
ko00253|unclassified	1649.7952222222	849.9104444444	775.6923333333	762.7838888889	675.4346666667	911.4352222222	897.4673333333	685.7553333333	742.8732222222	754.6204444444	530.2421111111	1111.2022222222	706.8664444444	961.5012222222	596.454	810.781
ko00260	3335.6536176471	1808.4224705882	1530.4799411765	1360.9815	1332.4325294118	1745.9402352941	1706.2281764706	1336.0222058824	1578.5665294118	1322.4564411765	1373.3777941176	2251.1180882353	1291.0197352941	1921.7545882353	1161.8784705882	1577.9385882353
ko00260|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00260|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00260|g__Acinetobacter.s__Acinetobacter_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00260|g__Acinetobacter.s__Acinetobacter_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00260|g__Acinetobacter.s__Acinetobacter_junii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00260|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0.6545294118	0	0.0776764706	0	0	0	0	0	0	0	0
ko00260|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0	0	0	0	0	0.1107647059	0	0	0	0	0	0	0	0	0	0
ko00260|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	4.0922058824	0	0	0	0	0	0	0	0	0	0
ko00260|g__Acinetobacter.s__Acinetobacter_towneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00260|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00260|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0.0725882353	0	0	0	0
ko00260|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00260|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0.1823529412	0	0	0	0
ko00260|g__Allochromatium.s__Allochromatium_vinosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00260|g__Anaeromyxobacter.s__Anaeromyxobacter_dehalogenans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00260|g__Azoarcus.s__Azoarcus_toluclasticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
